sale_id,sale_date,customer_id,dealer_id,salesperson_id,company_name,car_name,quantity,unit_price,total_price,payment_method,country
1966,2023-08-21,CL0110,DL014,SP015,Tesla,Model Y Long Range,2,46565.57,93131.14,Cash,Italy
1967,2021-08-02,CL0275,DL008,SP018,MERCEDES,BENZ EQS 53,1,102502.6,102502.6,Financing,Germany
1968,2023-11-07,CL0136,DL001,SP013,Nissan,Infiniti Q60*,2,43036.28,86072.56,Cash,France
1969,2021-08-04,CL0541,DL012,SP003,KIA,SPORTAGE GT-LINE,1,32835.69,32835.69,Leasing,Germany
1970,2020-11-20,CL0156,DL002,SP016,Mazda,Bongo Truck,1,15684.89,15684.89,Financing,USA
1971,2023-04-25,CL0426,DL011,SP005,Peugeot,e-208,2,37653.05,75306.1,Leasing,Brazil
1972,2020-05-25,CL0791,DL001,SP014,Mitsubishi,Fuso Canter Eco Hybrid,3,47992.26,143976.78,Financing,Germany
1973,2020-01-07,CL0713,DL013,SP007,LAMBORGHINI,URUS,1,208521.7,208521.7,Cash,Germany
1974,2021-07-11,CL0183,DL007,SP007,Porsche,911 RSR (Motorsport Edition),3,706003.82,2118011.46,Financing,Australia
1975,2023-06-26,CL0171,DL013,SP009,GMC,Acadia,2,36260.46,72520.92,Leasing,UK
1976,2024-09-30,CL0185,DL007,SP018,Mitsubishi,Fuso Fighter (Truck),2,74352.66,148705.32,Financing,Germany
1977,2020-06-20,CL0371,DL013,SP020,Mazda,Xedos 6,1,26297.24,26297.24,Cash,UK
1978,2021-06-16,CL0720,DL009,SP015,Mazda,RX-3,3,13509.66,40528.98,Financing,USA
1979,2020-07-19,CL0041,DL006,SP014,MERCEDES,BENZ GLE 63 S,1,110054.9,110054.9,Financing,China
1980,2020-02-22,CL0068,DL010,SP020,BMW,330i,3,48694.27,146082.81,Cash,Germany
1981,2021-02-23,CL0688,DL011,SP010,LAMBORGHINI,HURACAN PERFORMANTE,2,247676.02,495352.04,Financing,Germany
1982,2020-05-08,CL0025,DL005,SP003,Nissan,Rasheen,2,9054.04,18108.08,Financing,Spain
1983,2023-09-25,CL0575,DL008,SP015,Ford,F-150 Limited,3,87572.21,262716.63,Leasing,USA
1984,2023-10-23,CL0780,DL003,SP011,Peugeot,508 SW (Station Wagon),2,37134.56,74269.12,Financing,UK
1985,2020-09-28,CL0431,DL012,SP012,Jaguar Land Rover,Jaguar X-TYPE,3,42103.74,126311.22,Financing,USA
1986,2023-12-11,CL0785,DL003,SP017,MAHINDRA,THAR,3,20352.49,61057.47,Cash,Japan
1987,2024-09-02,CL0027,DL005,SP011,Volvo,Volvo FH16,3,169981.68,509945.04,Leasing,USA
1988,2021-04-02,CL0434,DL001,SP003,AUDI,S7 SPORTBACK,3,91135.54,273406.62,Financing,USA
1989,2024-06-01,CL0636,DL015,SP011,Kia,Carnival MPV EX,1,43650.54,43650.54,Financing,Spain
1990,2021-04-11,CL0514,DL009,SP015,Kia,EV6 Wind,1,52576.69,52576.69,Leasing,Brazil
1991,2023-08-24,CL0156,DL003,SP020,Porsche,911 Carrera GTS Lightweight,1,137653.24,137653.24,Financing,Spain
1992,2020-08-30,CL0622,DL014,SP018,Mazda,MX-30 Electric,3,34309.61,102928.83,Financing,France
1993,2022-01-27,CL0207,DL006,SP015,Peugeot,308 Saloon,2,25407.49,50814.98,Financing,France
1994,2020-01-27,CL0339,DL005,SP014,Mazda,CX-5,3,26730.19,80190.57,Financing,France
1995,2020-06-29,CL0025,DL014,SP017,GMC,Terrain All-Terrain Edition,3,34546.81,103640.43,Financing,Japan
1996,2020-12-02,CL0280,DL006,SP008,Mitsubishi,Grand Lancer,3,21130.25,63390.75,Cash,Germany
1997,2022-04-21,CL0649,DL002,SP001,Kia,Seltos SX Turbo,1,32321.99,32321.99,Cash,Italy
1998,2022-07-10,CL0129,DL010,SP013,Volkswagen,ID. Buzz Pro,1,62375.7,62375.7,Cash,Australia
1999,2023-10-05,CL0568,DL008,SP017,Mazda,Porter,1,12358.5,12358.5,Financing,Australia
2000,2021-04-05,CL0205,DL007,SP008,Nissan,Pathfinder Rock Creek Edition,2,42930.11,85860.22,Cash,Spain
2001,2023-11-19,CL0009,DL009,SP016,Mazda,929,1,26419.43,26419.43,Financing,Australia
2002,2024-06-11,CL0614,DL013,SP004,Nissan,370Z Roadster,3,37847.31,113541.93,Financing,China
2003,2021-03-21,CL0621,DL011,SP019,Peugeot,208 Allure Premium,2,27794.83,55589.66,Cash,Brazil
2004,2021-05-03,CL0590,DL011,SP015,BMW,118i URBAN LINE,2,33797.69,67595.38,Cash,Brazil
2005,2024-05-18,CL0743,DL014,SP009,Volkswagen,Golf GTI,3,34288.0,102864.0,Financing,Japan
2006,2023-02-13,CL0744,DL014,SP020,Peugeot,508 PSE (Peugeot Sport Engineered),3,57145.07,171435.21,Financing,Japan
2007,2022-04-28,CL0658,DL006,SP001,Tesla,Cybertruck,2,73862.5,147725.0,Cash,France
2008,2021-04-10,CL0725,DL005,SP009,ROLLS ROYCE,CULLINAN SUV,1,325577.82,325577.82,Leasing,Germany
2009,2021-06-14,CL0637,DL006,SP002,Volkswagen,Lupo,3,15733.3,47199.9,Financing,Australia
2010,2020-08-26,CL0680,DL007,SP011,AUDI,Q5,2,40166.21,80332.42,Leasing,Japan
2011,2024-03-04,CL0163,DL004,SP004,BMW,118i XDRIVE,1,32475.67,32475.67,Cash,Germany
2012,2023-07-16,CL0762,DL015,SP010,Mitsubishi,L200 Barbarian X,3,29811.46,89434.38,Cash,Italy
2013,2023-10-06,CL0333,DL008,SP017,Tesla,Roadster 2,3,197667.09,593001.27,Financing,Brazil
2014,2020-10-06,CL0629,DL011,SP018,Acura,MDX SH-AWD w/Technology Package,1,59847.91,59847.91,Cash,France
2015,2021-05-27,CL0514,DL003,SP013,Volkswagen,Touareg R,1,74316.95,74316.95,Cash,Spain
2016,2023-08-27,CL0023,DL015,SP012,Porsche,911 Turbo Cabriolet Lightweight,3,203568.61,610705.83,Cash,Brazil
2017,2021-11-29,CL0196,DL007,SP012,Nissan,370Z NISMO,1,43468.79,43468.79,Cash,Brazil
2018,2020-10-10,CL0457,DL006,SP016,Peugeot,508 Hybrid4,2,51181.08,102362.16,Cash,USA
2019,2021-10-24,CL0666,DL004,SP012,Porsche,Panamera Turbo Executive,1,181226.29,181226.29,Leasing,Australia
2020,2021-12-18,CL0425,DL012,SP011,Chevrolet,Silverado Custom,1,34299.69,34299.69,Cash,Japan
2021,2020-01-03,CL0363,DL002,SP004,Cadillac,CT5-V Blackwing,2,95073.16,190146.32,Financing,Spain
2022,2022-06-21,CL0449,DL015,SP015,Tata Motors,Nexon EV Prime,2,20153.62,40307.24,Leasing,Australia
2023,2021-06-04,CL0324,DL007,SP016,Volkswagen,Beetle Dune,3,31444.71,94334.13,Leasing,Japan
2024,2020-05-02,CL0292,DL015,SP013,ASTON MARTIN,LAGONDA TARAF,3,1155687.63,3467062.89,Leasing,Brazil
2025,2020-08-27,CL0586,DL011,SP015,Jaguar Land Rover,Jaguar XE P300 R-Dynamic,3,55973.5,167920.5,Financing,China
2026,2023-05-31,CL0475,DL002,SP020,Nissan,GT-R NISMO,2,228887.26,457774.52,Leasing,UK
2027,2024-06-23,CL0108,DL004,SP019,MERCEDES,BENZ GLE 350,1,57054.82,57054.82,Financing,Germany
2028,2023-05-12,CL0227,DL013,SP004,KIA,SPORTAGE 2024(BASE AWD),3,31404.8,94214.4,Cash,Italy
2029,2024-08-27,CL0389,DL012,SP008,TOYOTA,COROLLA HATCHBACK XSE,2,25095.22,50190.44,Financing,Spain
2030,2021-08-15,CL0489,DL009,SP019,Acura,MDX Sport Hybrid,2,51551.36,103102.72,Financing,Brazil
2031,2024-09-10,CL0638,DL005,SP019,Chevrolet,Camaro SS,1,40032.52,40032.52,Leasing,France
2032,2020-03-08,CL0358,DL009,SP018,Volkswagen,Golf 4MOTION,2,43773.59,87547.18,Cash,Italy
2033,2021-08-21,CL0722,DL013,SP002,Volkswagen,Caddy,1,25294.19,25294.19,Leasing,China
2034,2021-11-30,CL0253,DL005,SP013,Ford,F-150 Raptor,2,67651.09,135302.18,Financing,UK
2035,2024-12-12,CL0366,DL013,SP013,ROLLS ROYCE,WRAITH EAGLE VIII,1,359881.49,359881.49,Leasing,UK
2036,2024-01-10,CL0755,DL013,SP012,Chevrolet,Tahoe LS,1,52920.24,52920.24,Cash,Japan
2037,2023-10-09,CL0120,DL015,SP019,Porsche,Macan GTS,2,82235.94,164471.88,Financing,Brazil
2038,2024-08-28,CL0229,DL005,SP003,Tesla,Cybertruck,3,71917.86,215753.58,Financing,Italy
2039,2020-01-05,CL0435,DL010,SP008,MERCEDES,BENZ GLA 45,3,50872.74,152618.22,Cash,Japan
2040,2024-11-08,CL0779,DL009,SP020,Mazda,Revue,2,9825.53,19651.06,Cash,Japan
2041,2023-03-08,CL0232,DL012,SP005,Bugatti,Divo,1,5623654.29,5623654.29,Cash,Germany
2042,2024-08-25,CL0534,DL015,SP004,Nissan,GT-R50 by Italdesign,3,1036466.03,3109398.09,Leasing,Brazil
2043,2021-08-24,CL0194,DL003,SP007,Nissan,Ariya Premiere,1,73032.45,73032.45,Financing,Germany
2044,2022-01-31,CL0800,DL007,SP017,Jaguar Land Rover,Jaguar XF R-Dynamic,3,59113.37,177340.11,Leasing,China
2045,2024-12-15,CL0543,DL012,SP017,Acura,RDX Turbo SH-AWD,3,45856.49,137569.47,Leasing,Germany
2046,2023-06-16,CL0144,DL012,SP011,Ford,Puma,1,30331.58,30331.58,Financing,USA
2047,2020-04-20,CL0677,DL014,SP009,Kia,EV6 Wind,3,48793.05,146379.15,Cash,China
2048,2023-11-21,CL0579,DL005,SP016,KIA,SPORTAGE PHEV,3,44467.81,133403.43,Cash,Brazil
2049,2024-01-24,CL0156,DL006,SP019,NISSAN,MAXIMA,2,35588.27,71176.54,Cash,Italy
2050,2022-10-26,CL0103,DL010,SP007,Nissan,NV200,1,29549.35,29549.35,Leasing,Australia
2051,2021-07-03,CL0590,DL012,SP009,BENTLEY,Continental GT Azure,3,315954.35,947863.05,Leasing,Italy
2052,2024-07-24,CL0170,DL010,SP003,Volkswagen,Polo,1,17786.12,17786.12,Cash,Germany
2053,2022-01-25,CL0183,DL005,SP015,Acura,ILX Premium,1,32393.29,32393.29,Cash,Brazil
2054,2021-04-14,CL0372,DL004,SP012,Porsche,Taycan 4S,1,110087.01,110087.01,Financing,UK
2055,2024-07-02,CL0388,DL008,SP013,Kia,K5 GT-Line,3,29533.41,88600.23,Financing,Australia
2056,2021-04-27,CL0386,DL003,SP019,Ford,Focus,3,21814.61,65443.83,Leasing,Brazil
2057,2020-08-22,CL0187,DL014,SP003,GMC,Canyon Denali,1,49370.59,49370.59,Cash,China
2058,2022-12-27,CL0243,DL014,SP003,Mazda,Bongo Truck,1,15983.8,15983.8,Cash,Japan
2059,2020-08-25,CL0098,DL005,SP020,Chevrolet,Tahoe Premier,3,70903.0,212709.0,Leasing,China
2060,2023-12-16,CL0302,DL001,SP002,Porsche,911 GT3 Touring,2,168353.65,336707.3,Cash,Brazil
2061,2021-01-14,CL0374,DL009,SP004,AUDI,R8 V10 PLUS,3,207157.89,621473.67,Leasing,Italy
2062,2020-08-15,CL0478,DL013,SP005,Nissan,Juke,2,26767.56,53535.12,Cash,Australia
2063,2022-01-07,CL0126,DL011,SP004,Volvo,Volvo FL,2,75793.77,151587.54,Leasing,Japan
2064,2023-02-27,CL0014,DL003,SP008,GMC,Yukon Denali Performance,2,80464.93,160929.86,Cash,Germany
2065,2021-02-21,CL0096,DL014,SP004,HYUNDAI,SANTA FE,1,46560.42,46560.42,Cash,Brazil
2066,2022-07-25,CL0133,DL004,SP015,Volkswagen,ID.2,3,23551.31,70653.93,Cash,Brazil
2067,2023-05-19,CL0422,DL001,SP014,Chevrolet,Silverado 1500 Trail Boss,2,53456.42,106912.84,Cash,China
2068,2020-01-18,CL0161,DL009,SP016,Chevrolet,Silverado 1500 High Country,1,55506.11,55506.11,Financing,Brazil
2069,2021-01-08,CL0175,DL014,SP006,Kia,Niro Plug-In Hybrid,2,32713.08,65426.16,Cash,UK
2070,2021-03-13,CL0682,DL015,SP017,Volkswagen,Touareg,2,51025.34,102050.68,Leasing,Japan
2071,2021-01-23,CL0151,DL004,SP017,Volvo,Volvo FH,2,114615.12,229230.24,Financing,Australia
2072,2020-10-29,CL0745,DL001,SP018,Nissan,Qashqai Tekna,3,36732.37,110197.11,Leasing,Italy
2073,2022-04-26,CL0442,DL003,SP004,Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),3,85822.98,257468.94,Leasing,France
2074,2021-05-04,CL0561,DL011,SP008,Nissan,Z (Fairlady Z),2,38841.8,77683.6,Financing,Australia
2075,2022-03-03,CL0647,DL006,SP012,Jaguar Land Rover,Jaguar F-PACE SVR,3,88812.82,266438.46,Financing,China
2076,2024-10-04,CL0751,DL015,SP014,Peugeot,Partner Tepee,3,24883.63,74650.89,Financing,USA
2077,2021-02-06,CL0787,DL013,SP011,Volkswagen,Touareg R,3,75946.16,227838.48,Financing,Brazil
2078,2021-06-11,CL0656,DL006,SP001,BMW,M8 GRAN COUPE,3,149241.97,447725.91,Financing,Japan
2079,2021-07-16,CL0334,DL004,SP014,Jeep,Grand Cherokee L,2,40087.94,80175.88,Cash,Spain
2080,2021-05-25,CL0066,DL004,SP008,Ford,Transit Chassis Cab,1,36635.77,36635.77,Financing,USA
2081,2021-12-11,CL0430,DL012,SP007,Peugeot,208 GTI,3,30074.61,90223.83,Cash,UK
2082,2023-04-08,CL0248,DL004,SP016,Mazda,T1500,2,16262.57,32525.14,Financing,France
2083,2020-11-07,CL0216,DL013,SP001,Cadillac,CT5 Premium Luxury,3,38573.37,115720.11,Leasing,Japan
2084,2022-08-28,CL0556,DL009,SP005,MERCEDES,BENZ S-CLASS S 580,3,122210.5,366631.5,Cash,Italy
2085,2022-02-26,CL0702,DL012,SP004,BMW,120i M SPORT,2,35550.42,71100.84,Cash,Germany
2086,2022-10-30,CL0241,DL014,SP012,Porsche,911 Turbo Cabriolet Lightweight,1,174125.74,174125.74,Cash,Japan
2087,2023-03-19,CL0233,DL007,SP008,Mazda,Porter,3,11221.21,33663.63,Financing,France
2088,2021-01-17,CL0213,DL002,SP016,GMC,Sierra 1500 Elevation,3,55992.24,167976.72,Cash,Australia
2089,2021-07-06,CL0269,DL007,SP020,Nissan,Lucino,1,10819.3,10819.3,Financing,USA
2090,2021-07-02,CL0657,DL011,SP009,Porsche,Taycan Cross Turismo,3,95313.6,285940.8,Financing,Australia
2091,2022-07-05,CL0488,DL002,SP018,Mazda,Mazda3,3,20480.01,61440.03,Leasing,Germany
2092,2023-04-07,CL0574,DL015,SP020,GMC,Terrain,2,30881.84,61763.68,Leasing,Spain
2093,2020-07-09,CL0761,DL001,SP011,Nissan,Mistral,1,24327.57,24327.57,Financing,Italy
2094,2022-03-25,CL0171,DL015,SP019,Porsche,911 Carrera 4,1,105782.5,105782.5,Cash,Germany
2095,2020-12-29,CL0699,DL012,SP019,GMC,Sierra 1500 Elevation,2,54509.84,109019.68,Financing,Germany
2096,2021-01-09,CL0283,DL002,SP004,Kia,K5 GT-Line,1,31281.28,31281.28,Leasing,Germany
2097,2020-05-27,CL0007,DL004,SP020,Peugeot,3008 Allure Premium,2,32960.71,65921.42,Financing,UK
2098,2023-12-11,CL0495,DL015,SP007,Mitsubishi,Sigma,3,35278.77,105836.31,Financing,UK
2099,2023-04-09,CL0627,DL010,SP014,MERCEDES,BENZ GLE 53,1,76217.28,76217.28,Cash,UK
2100,2023-12-25,CL0222,DL001,SP005,Cadillac,XT5 Sport,1,55035.84,55035.84,Leasing,China
2101,2020-10-21,CL0229,DL003,SP020,LAMBORGHINI,HURACAN SPYDER,1,305785.65,305785.65,Leasing,Australia
2102,2022-12-31,CL0051,DL011,SP020,Kia,Soul S,2,21255.66,42511.32,Financing,Germany
2103,2022-02-10,CL0118,DL002,SP007,Volkswagen,Karmann Ghia,2,23960.84,47921.68,Leasing,Italy
2104,2023-08-23,CL0765,DL007,SP012,Mazda,Capella Cargo,3,17747.42,53242.26,Cash,Brazil
2105,2023-04-06,CL0785,DL010,SP010,Kia,Forte FE,3,17785.86,53357.58,Cash,China
2106,2021-02-26,CL0472,DL012,SP020,Kia,Sorento Hybrid SX Prestige,3,45219.95,135659.85,Financing,USA
2107,2021-06-07,CL0746,DL012,SP018,Chevrolet,Corvette,2,65699.19,131398.38,Financing,Brazil
2108,2024-01-18,CL0765,DL009,SP003,Porsche,911 Carrera 4 GTS,2,130516.56,261033.12,Cash,Spain
2109,2021-04-25,CL0019,DL003,SP010,Porsche,Panamera 4 E-Hybrid Sport Turismo,2,108345.98,216691.96,Leasing,Spain
2110,2024-03-10,CL0724,DL012,SP010,Volvo,Volvo VNL,2,130616.96,261233.92,Leasing,Brazil
2111,2023-12-22,CL0790,DL003,SP007,Nissan,GT-R50 by Italdesign,3,1162328.46,3486985.38,Leasing,Italy
2112,2022-06-16,CL0627,DL012,SP016,Mazda,CX-30,3,22862.86,68588.58,Cash,USA
2113,2023-11-04,CL0009,DL010,SP003,ROLLS ROYCE,GHOST ZENITH,2,351192.34,702384.68,Financing,Japan
2114,2021-03-26,CL0673,DL004,SP001,Chevrolet,Equinox LT,1,26635.74,26635.74,Financing,Japan
2115,2023-09-28,CL0561,DL011,SP009,Chevrolet,Silverado 3500HD,3,48677.73,146033.19,Leasing,China
2116,2021-05-10,CL0411,DL002,SP016,TOYOTA,GR YARIS,3,47006.57,141019.71,Financing,Spain
2117,2022-10-13,CL0709,DL006,SP005,TOYOTA,TUNDRA,1,40055.1,40055.1,Leasing,UK
2118,2021-06-23,CL0122,DL014,SP010,Tesla,Model 3,2,39563.64,79127.28,Leasing,Italy
2119,2023-10-08,CL0744,DL013,SP012,KIA,SPORTAGE SX TURBO,3,37695.61,113086.83,Leasing,Japan
2120,2022-04-01,CL0175,DL001,SP017,Acura,TLX A-Spec,3,53396.57,160189.71,Cash,Japan
2121,2024-03-27,CL0099,DL003,SP005,AUDI,RS6 AVANT,3,110108.95,330326.85,Cash,USA
2122,2024-07-15,CL0496,DL003,SP020,Mazda,Carol,2,9666.46,19332.92,Cash,Italy
2123,2020-03-04,CL0308,DL003,SP019,Porsche,Taycan Sport Turismo Base,1,98427.22,98427.22,Cash,Japan
2124,2020-05-15,CL0780,DL001,SP008,Porsche,Panamera,2,87894.51,175789.02,Cash,Spain
2125,2021-09-20,CL0758,DL014,SP017,Mitsubishi,RVR SE,1,20950.22,20950.22,Cash,UK
2126,2021-06-30,CL0424,DL013,SP003,Mazda,RX-3,2,14916.3,29832.6,Cash,UK
2127,2021-06-08,CL0392,DL006,SP017,ROLLS ROYCE,DAWN CONVERTIBLE,2,348077.12,696154.24,Financing,Brazil
2128,2023-10-09,CL0029,DL012,SP007,Porsche,911 GT3,1,154547.7,154547.7,Leasing,UK
2129,2021-09-21,CL0110,DL007,SP018,LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE ROADSTER,1,531613.48,531613.48,Cash,USA
2130,2022-11-20,CL0262,DL012,SP019,Chevrolet,Tahoe LS,1,61517.43,61517.43,Cash,UK
2131,2020-02-29,CL0490,DL013,SP011,FERRARI,PORTOFINO M,1,224434.14,224434.14,Leasing,USA
2132,2024-06-02,CL0469,DL009,SP013,Bugatti,La Voiture Noire,3,19364984.48,58094953.44,Cash,Brazil
2133,2021-01-31,CL0558,DL006,SP010,Nissan,NV200,1,28343.24,28343.24,Cash,China
2134,2021-06-09,CL0217,DL015,SP012,Volkswagen,Caddy Maxi,3,22813.2,68439.6,Financing,UK
2135,2023-07-09,CL0490,DL001,SP001,Volkswagen,Caddy Maxi,2,24034.19,48068.38,Leasing,Japan
2136,2020-02-13,CL0510,DL010,SP015,Volkswagen,Scirocco 16V,3,36002.29,108006.87,Financing,Italy
2137,2022-09-27,CL0362,DL004,SP016,Acura,MDX Elite,2,55255.55,110511.1,Cash,UK
2138,2024-05-28,CL0417,DL011,SP016,Tesla,Model S Plaid,2,116249.6,232499.2,Financing,UK
2139,2023-12-29,CL0501,DL015,SP015,Acura,TLX A-Spec,3,45827.76,137483.28,Financing,Brazil
2140,2020-09-08,CL0497,DL002,SP013,AUDI,R8 V10 PLUS,3,191135.28,573405.84,Financing,France
2141,2022-02-13,CL0770,DL008,SP008,Mazda,B-Series Pickup,1,18319.5,18319.5,Leasing,Japan
2142,2023-08-14,CL0314,DL008,SP015,Acura,RDX Turbo AWD,3,42128.33,126384.99,Cash,Japan
2143,2021-10-28,CL0146,DL003,SP009,Peugeot,Boxer,3,30188.61,90565.83,Leasing,USA
2144,2023-07-16,CL0265,DL013,SP012,Chevrolet,Camaro,2,28851.16,57702.32,Leasing,Spain
2145,2020-07-29,CL0019,DL015,SP014,Porsche,Cayenne Coupe,2,91991.48,183982.96,Leasing,Germany
2146,2021-03-01,CL0685,DL014,SP012,Kia,Carnival LXS,3,42542.15,127626.45,Cash,Brazil
2147,2021-05-25,CL0385,DL001,SP019,TOYOTA,LAND CRUISER 300,1,54796.89,54796.89,Leasing,USA
2148,2020-07-28,CL0645,DL003,SP001,Cadillac,CT4-V Blackwing,2,63425.3,126850.6,Leasing,Italy
2149,2022-07-09,CL0045,DL005,SP002,FERRARI,ROMA SPIDER,2,224680.85,449361.7,Leasing,Australia
2150,2020-05-20,CL0547,DL003,SP019,Ford,Explorer Hybrid,2,48682.59,97365.18,Financing,Italy
2151,2022-02-05,CL0053,DL004,SP003,Kia,Rio 5-Door,1,16976.4,16976.4,Leasing,Japan
2152,2023-08-18,CL0525,DL014,SP007,Volkswagen,Polo Vivo,2,13026.08,26052.16,Leasing,USA
2153,2021-03-02,CL0431,DL014,SP005,ROLLS ROYCE,DAWN SILVER BULLET,1,458925.87,458925.87,Financing,Spain
2154,2020-09-30,CL0641,DL009,SP015,Chevrolet,Silverado 1500,2,42063.34,84126.68,Cash,Japan
2155,2022-06-13,CL0090,DL009,SP014,Nissan,Hardbody Truck,2,27404.11,54808.22,Cash,Spain
2156,2020-12-09,CL0017,DL011,SP003,Porsche,Panamera Turbo S Exclusive Series,2,286008.4,572016.8,Leasing,Italy
2157,2020-11-24,CL0036,DL011,SP018,Ford,Fusion (Mondeo),2,22984.83,45969.66,Leasing,Italy
2158,2024-07-13,CL0360,DL015,SP016,Jaguar Land Rover,Jaguar I-PACE First Edition,3,86867.9,260603.7,Leasing,UK
2159,2021-08-23,CL0739,DL014,SP007,Porsche,Panamera 4 Sport Turismo,2,97126.16,194252.32,Cash,USA
2160,2021-01-26,CL0718,DL001,SP004,BMW,M850i DRIVE COUPE,3,103552.14,310656.42,Financing,France
2161,2024-03-06,CL0541,DL009,SP004,Porsche,Cayenne Turbo S E-Hybrid,2,160001.27,320002.54,Cash,Italy
2162,2024-05-24,CL0579,DL006,SP014,TOYOTA,MIRAI,1,50851.46,50851.46,Financing,Japan
2163,2024-07-04,CL0294,DL008,SP016,Chevrolet,Tahoe LS,3,52168.62,156505.86,Leasing,UK
2164,2021-08-23,CL0428,DL006,SP013,MERCEDES,BENZ E-CLASS E 63 S,2,100357.56,200715.12,Leasing,China
2165,2022-01-19,CL0062,DL005,SP017,Volkswagen,Polo Beats,1,22400.92,22400.92,Leasing,Japan
2166,2022-08-30,CL0245,DL003,SP013,Peugeot,3008 Allure Premium,1,34149.36,34149.36,Cash,Australia
2167,2020-11-21,CL0048,DL013,SP003,Nissan,Titan XD,2,59183.37,118366.74,Financing,France
2168,2022-02-06,CL0500,DL010,SP002,Tata Motors,Altroz,2,11239.14,22478.28,Leasing,Australia
2169,2024-12-08,CL0587,DL006,SP017,Kia,EV6 GT Performance,1,71056.23,71056.23,Cash,USA
2170,2022-09-01,CL0576,DL011,SP019,LAMBORGHINI,HURACAN EVO SPYDER,1,296675.86,296675.86,Financing,Italy
2171,2021-02-13,CL0300,DL004,SP015,KIA,SPORTAGE 2024(BASE AWD),3,30073.3,90219.9,Cash,USA
2172,2021-03-06,CL0694,DL007,SP004,FERRARI,ROMA,3,213845.89,641537.67,Leasing,Japan
2173,2024-02-10,CL0564,DL001,SP005,Kia,Rio,3,15408.81,46226.43,Cash,Australia
2174,2022-02-15,CL0607,DL015,SP015,Volkswagen,California,2,66234.76,132469.52,Cash,UK
2175,2022-11-30,CL0530,DL013,SP009,KIA,SPORTAGE 2024(S TRIM),2,30521.14,61042.28,Cash,Brazil
2176,2023-11-04,CL0743,DL013,SP011,AUDI,A6,2,57916.48,115832.96,Leasing,USA
2177,2024-12-29,CL0192,DL005,SP020,BMW,125D,1,41136.41,41136.41,Cash,UK
2178,2021-04-29,CL0471,DL007,SP001,Porsche,Macan S,1,81597.5,81597.5,Financing,UK
2179,2024-03-17,CL0605,DL006,SP014,Mazda,626,1,18387.22,18387.22,Leasing,Australia
2180,2022-06-25,CL0399,DL013,SP019,Acura,TLX PMC Edition,3,56849.13,170547.39,Leasing,UK
2181,2023-07-27,CL0587,DL011,SP005,Mazda,Luce Rotary Coupe,3,23648.94,70946.82,Cash,USA
2182,2020-02-26,CL0294,DL010,SP010,Volvo,Volvo VNR,2,103284.59,206569.18,Leasing,USA
2183,2022-06-01,CL0658,DL003,SP008,Volkswagen,Up! Cabriolet,1,16573.06,16573.06,Cash,China
2184,2023-01-19,CL0462,DL013,SP013,ROLLS ROYCE,CULLINAN,3,320379.48,961138.44,Financing,France
2185,2020-02-14,CL0565,DL001,SP005,Nissan,Fairlady Z Heritage,2,47000.2,94000.4,Cash,Italy
2186,2021-07-07,CL0486,DL007,SP003,Peugeot,508 PSE (Peugeot Sport Engineered),2,58123.4,116246.8,Leasing,Germany
2187,2022-11-03,CL0665,DL005,SP020,Mitsubishi,Fuso Canter Eco Hybrid,3,53078.9,159236.7,Cash,USA
2188,2024-01-08,CL0689,DL001,SP009,Chevrolet,Trailblazer,1,24433.14,24433.14,Leasing,Japan
2189,2020-05-06,CL0525,DL013,SP016,MERCEDES,BENZ A-CLASS A 45 S,2,57672.53,115345.06,Leasing,UK
2190,2024-03-09,CL0684,DL003,SP010,GMC,Acadia AT4,2,37857.31,75714.62,Financing,UK
2191,2024-01-03,CL0455,DL010,SP005,KIA,SPORTAGE 2024(BASE AWD),2,30744.7,61489.4,Cash,USA
2192,2022-07-27,CL0698,DL011,SP002,Tesla,Model Y Long Range,2,54813.57,109627.14,Cash,USA
2193,2020-05-28,CL0670,DL014,SP011,GMC,Sierra 2500HD,2,46919.11,93838.22,Financing,Italy
2194,2020-09-01,CL0391,DL004,SP018,Nissan,Infiniti QX55*,2,46619.52,93239.04,Leasing,Germany
2195,2021-07-14,CL0129,DL008,SP006,Mazda,Savanna RX-7,3,29868.43,89605.29,Cash,Italy
2196,2020-09-17,CL0281,DL007,SP003,Mazda,MX-5 Superlight Concept,2,31238.42,62476.84,Leasing,Germany
2197,2023-07-23,CL0200,DL002,SP007,Nissan,100NX,2,16853.59,33707.18,Leasing,China
2198,2024-02-19,CL0255,DL008,SP011,Porsche,911 Carrera 4,2,121017.99,242035.98,Leasing,Italy
2199,2020-07-11,CL0591,DL002,SP006,Porsche,911 GT4 RS,2,205815.73,411631.46,Cash,Australia
2200,2024-11-05,CL0393,DL012,SP011,Nissan,Almera,1,14384.85,14384.85,Leasing,Spain
2201,2022-10-16,CL0098,DL011,SP020,Porsche,Panamera Turbo S Exclusive Series,1,295757.34,295757.34,Leasing,UK
2202,2021-02-26,CL0715,DL002,SP017,Chevrolet,Equinox RS,1,30029.6,30029.6,Cash,Australia
2203,2021-08-12,CL0735,DL015,SP002,BMW,M8 GRAN COUPE,1,145339.72,145339.72,Leasing,China
2204,2021-09-30,CL0130,DL015,SP004,Jaguar Land Rover,Jaguar I-PACE First Edition,3,85721.33,257163.99,Cash,China
